name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
Paraçek,https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.48,0.65,0.89,0.51,0.5,0.07,0.52,0.48,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Martin Books,https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.96,1.0,0.23,0.04,0.7,0.18,0.6,0.25,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Grace Thompson,https://ra.co/events/2087155,2,"Strandbad Erkner, M-BIA",2025-05-24T00:00:00.000,0.42,0.91,0.57,0.28,0.74,0.69,0.53,0.89,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
BENITO (DE),https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.25,0.11,0.66,0.97,0.61,0.99,0.88,0.33,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
monervo,https://ra.co/events/2087155,2,"Strandbad Erkner, M-BIA",2025-05-24T00:00:00.000,0.81,0.83,0.77,0.52,0.46,0.8,0.66,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Momentune,https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.71,0.96,0.37,0.0,0.12,0.25,0.73,0.26,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Daora,https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.69,0.4,0.13,0.26,0.6,0.9,0.21,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Texo,https://ra.co/events/2087155,1,Strandbad Erkner,2025-05-24T00:00:00.000,0.78,0.43,0.74,0.43,0.1,0.37,0.54,0.91,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Danilo Plessow,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.0,0.39,0.96,0.62,0.8,0.39,0.02,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
moe.,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.35,0.85,0.82,0.94,0.6,0.98,0.51,0.14,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Mor Elian,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.14,0.93,0.33,0.04,0.52,0.07,0.43,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Pancratio,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.92,0.14,0.07,0.34,0.7,0.42,0.98,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Soichi Terada,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.67,0.47,0.86,0.26,0.07,0.11,0.97,0.87,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Yas Reven,https://ra.co/events/2133904,1,Else,2025-05-24T00:00:00.000,0.16,0.04,0.15,0.02,0.32,0.61,0.91,0.23,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Thomas Schumacher,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.32,0.63,0.85,0.55,0.57,0.43,0.01,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
A.D.H.S.,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.5,0.95,0.32,0.31,0.12,0.81,0.78,0.03,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Achim Feuervogel,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.15,0.51,0.4,0.78,0.72,0.03,0.54,0.94,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ephy Pinkman,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.09,0.89,0.82,0.9,0.48,0.39,0.13,0.17,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Mehr is Mehr,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.23,0.56,0.27,0.61,0.23,0.55,0.99,0.42,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Franco Smith,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.46,0.67,0.42,0.91,0.52,0.65,0.63,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Techmo,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.49,0.63,0.15,0.31,0.88,0.9,0.1,0.21,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Nico Banfi,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.39,0.92,0.01,0.41,0.79,0.9,0.07,0.42,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Upzet,https://ra.co/events/2088106,1,Void Club,2025-05-24T00:00:00.000,0.86,0.8,0.86,0.13,0.2,0.77,0.13,0.77,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Yanamaste,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.22,0.16,0.97,0.48,0.25,0.67,0.57,0.85,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
AMORAL,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.31,0.81,0.28,0.71,0.18,0.68,0.21,0.22,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ben Klock,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.41,0.72,0.29,0.63,0.31,0.87,0.02,0.55,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Nastya Vogan,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.01,0.13,0.26,0.78,0.25,0.95,0.01,0.77,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Norman Nodge,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.28,0.02,0.86,0.45,0.12,0.55,0.98,0.02,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Phara,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.07,0.39,0.11,0.82,0.75,0.38,0.14,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Phase Fatale,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.14,0.99,0.63,0.16,0.89,0.01,0.33,0.8,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Unhuman,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.28,0.2,0.33,0.75,0.93,0.13,0.79,0.97,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Chloé,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.25,0.6,0.92,0.53,0.86,0.61,0.81,0.27,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dukwa,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.07,0.54,0.2,0.91,0.34,0.19,0.12,0.02,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ISAbella,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.96,0.04,0.89,0.89,0.22,0.66,0.72,0.4,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Lis Sarroca,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.87,0.25,0.92,0.61,0.8,0.04,0.49,0.28,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
N I K O L A,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.72,0.03,0.17,0.77,0.89,0.51,0.16,0.41,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ogazón,https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.47,0.14,0.82,0.02,0.2,0.5,0.81,0.18,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Victor (DE),https://ra.co/events/2133594,2,Berghain | Panorama Bar | Säule,2025-05-24T00:00:00.000,0.08,0.92,0.31,0.89,0.57,0.55,0.92,0.8,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Gabber Eleganza,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.31,0.72,0.01,0.93,0.32,0.33,0.2,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
soraya (DE),https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.53,0.82,0.17,0.38,0.09,0.33,0.43,0.42,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Violent Magic Orchestra,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.99,0.31,0.92,0.87,0.02,0.03,0.08,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Wutu,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.45,0.6,0.03,0.67,0.84,0.37,0.75,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ema Leo,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.66,0.3,0.97,0.8,0.1,0.91,0.15,0.95,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
FLUCC,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.7,0.39,0.3,0.49,0.83,0.13,0.49,0.93,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
LØUS,https://ra.co/events/2135603,2,DSTRKT (former Anomalie),2025-05-24T00:00:00.000,0.17,0.71,0.78,0.52,0.91,0.93,0.77,0.5,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Aaron Blau,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.27,0.23,0.41,0.1,0.45,0.59,0.3,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ AYA,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.49,0.88,0.59,0.11,0.33,0.11,0.14,0.24,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jenny Cara,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.12,0.91,0.67,0.36,0.35,0.34,0.29,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jessica Nightlife,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.51,0.8,0.91,0.28,0.13,0.51,0.52,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
puppy,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.32,0.97,0.38,0.35,0.21,0.97,0.15,0.11,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Schacke,https://ra.co/events/2070216,1,ÆDEN,2025-05-24T00:00:00.000,0.29,0.44,0.67,0.76,0.56,0.15,0.9,0.06,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
